term_id,term,term_type,notes
trm_nanbeige4-1-3b,Nanbeige4.1-3B,Model,开源3B模型
trm_naspers,Naspers,Company,wikidata ownership relation
trm_nebius,Nebius,Company,收购Tavily
trm_nebius-group,Nebius Group,Company,wikidata ownership relation
trm_obsidian,Obsidian,Company,CLI发布
trm_obsidian-cli,Obsidian CLI,Product,Early Access
trm_omnibar,Omnibar,Product,Google AI Studio功能
trm_openai,OpenAI,Company,头部平台公司
trm_openai-api,OpenAI API,Product,external expansion from official source
trm_openai-for-countries,OpenAI for Countries,Project,本土化计划
trm_openai-platform-docs,OpenAI Platform Docs,Platform,external expansion from official source
trm_openbmb,OpenBMB,Company,MiniCPM-SALA发布方
trm_openmoss,OpenMOSS,Community,MOSS-TTS
trm_openrouter,OpenRouter,Company,Aurora Alpha
trm_oz,Oz,Platform,Warp云原生Agent平台
trm_pamela-vagata,Pamela Vagata,Person,wikidata founder relation
trm_perplexity,Perplexity,Company,Model Council发布方
trm_pinea-pi,Pinea Pi,Product,面壁AI开发板
trm_plawbench,PLawBench,Metric,法律评测基准
trm_pony-alpha,Pony Alpha,Model,stealth模型
trm_prime-intellect,Prime Intellect,Company,agentic后训练平台
trm_prime-intellect-lab,Prime Intellect Lab,Platform,Lab平台
trm_qwen-3-5,Qwen 3.5,Product,待发布系列
trm_qwen-image-2-0,Qwen-Image-2.0,Product,图像生成与编辑统一模型
trm_qwen3-5-35b-a3b-instruct,Qwen3.5-35B-A3B-Instruct,Model,PR中出现
trm_qwen3-5-9b-instruct,Qwen3.5-9B-Instruct,Model,PR中出现
trm_responses-api,Responses API,Product,OpenAI API能力更新
trm_runway,Runway,Company,E轮融资
trm_sam-altman,Sam Altman,Person,OpenAI核心人物
trm_sebastian-thrun,Sebastian Thrun,Person,wikidata founder relation
trm_seedance-2-0,Seedance 2.0,Model,字节视频生成模型
trm_seedream-5-0-preview,Seedream 5.0-Preview,Model,字节预览版
trm_sergey-brin,Sergey Brin,Person,wikidata founder relation
trm_sergey-dmitriev,Sergey Dmitriev,Person,wikidata founder relation
trm_sierra,Sierra,Model,Meta browser agent代号
trm_sim,SIM,Metric,相似度指标
trm_sora,Sora,Product,OpenAI视频模型
trm_sora-extensions,Sora Extensions,Product,视频续写
trm_soul-ailab,Soul-AILab,Company,SoulX-Singer发布方
trm_soulx-singer,SoulX-Singer,Model,歌声合成模型
trm_spark-x2,Spark X2,Model,讯飞星火X2模型
trm_stitch,Stitch,Product,Google设计产品
trm_sugon,Sugon,Company,中科曙光英文名
trm_tavily,Tavily,Company,agentic search
trm_tencent,Tencent,Company,混元与CodeBuddy线
trm_doubao-new-year-cn,豆包过年,Campaign,春晚联名活动
trm_thomas-dohmke,Thomas Dohmke,Person,Entire创始人
trm_timoth-e-lacroix,Timothée Lacroix,Person,wikidata founder relation
trm_tony-wu,Tony Wu,Person,wikidata founder relation
trm_transformers-js-v4,Transformers.js v4,Framework,WebGPU Runtime预览
trm_trevor-blackwell,Trevor Blackwell,Person,wikidata founder relation
trm_unsloth,Unsloth,Company,MoE优化
trm_valentin-kipyatkov,Valentin Kipyatkov,Person,wikidata founder relation
trm_vicki-cheung,Vicki Cheung,Person,wikidata founder relation
trm_warp,Warp,Company,Oz平台
trm_waymo,Waymo,Company,自动驾驶公司
trm_waymo-holding,Waymo Holding,Company,wikidata ownership relation
trm_waymo-world-model,Waymo World Model,Model,自动驾驶仿真模型
trm_webmcp,WebMCP,Standard,Chrome 146预览
trm_wer,WER,Metric,识别错误率指标
trm_wojciech-zaremba,Wojciech Zaremba,Person,wikidata founder relation
trm_workbuddy,WorkBuddy,Product,AI桌面工作台
trm_x-developer-platform,X Developer Platform,Platform,X开发者平台
trm_xai,xAI,Company,图像API发布
trm_xai-api,xAI API,Product,external expansion from official source
trm_z-code,Z Code,Product,智谱AI编程工具
trm_zeng-liqing,Zeng Liqing,Person,wikidata founder relation
trm_zhang-yiming,Zhang Yiming,Person,wikidata founder relation
trm_zhang-zhidong,Zhang Zhidong,Person,wikidata founder relation
trm_zhipu-ai,Zhipu AI,Company,GLM-5传闻
